2023-06-21 11:58:02.1723|Info|| "bool connect_devices()" "connecting NDF1" |function_name=bool connect_devices(), message=connecting NDF1 
2023-06-21 13:50:48.6416|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:50:51.1619|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:50:53.6817|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:50:56.2020|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:50:56.7120|Info|| "auto_run()" "Wait for temperature... 1" |function_name=auto_run(), message=Wait for temperature... 1 
2023-06-21 13:50:57.2220|Info|| "auto_run()" "Wait for temperature... 2" |function_name=auto_run(), message=Wait for temperature... 2 
2023-06-21 13:50:57.7323|Info|| "auto_run()" "Wait for temperature... 3" |function_name=auto_run(), message=Wait for temperature... 3 
2023-06-21 13:50:58.2523|Info|| "auto_run()" "Wait for temperature... 4" |function_name=auto_run(), message=Wait for temperature... 4 
2023-06-21 13:50:58.7622|Info|| "auto_run()" "Wait for temperature... 5" |function_name=auto_run(), message=Wait for temperature... 5 
2023-06-21 13:50:59.2726|Info|| "auto_run()" "Wait for temperature... 6" |function_name=auto_run(), message=Wait for temperature... 6 
2023-06-21 13:50:59.7826|Info|| "auto_run()" "Wait for temperature... 7" |function_name=auto_run(), message=Wait for temperature... 7 
2023-06-21 13:51:00.2926|Info|| "auto_run()" "Wait for temperature... 8" |function_name=auto_run(), message=Wait for temperature... 8 
2023-06-21 13:51:00.2926|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:51:00.2926|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:00.5324|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:51:00.5324|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:00.5324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:00.5324|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:51:00.5324|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1925uW_n1_1_n2_1_0.1s_50K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1925uW_n1_1_n2_1_0.1s_50K_0.1nm.csv 
2023-06-21 13:51:00.5424|Info|| "auto_run()" "Task7" |function_name=auto_run(), message=Task7 
2023-06-21 13:51:00.5424|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:51:01.8424|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:51:01.8424|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:02.0724|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:51:02.0724|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:02.0724|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:02.0724|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:51:02.0724|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.2199uW_n1_1_n2_2_0.1s_50K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.2199uW_n1_1_n2_2_0.1s_50K_0.1nm.csv 
2023-06-21 13:51:02.0724|Info|| "auto_run()" "Task8" |function_name=auto_run(), message=Task8 
2023-06-21 13:51:02.0724|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:51:03.3926|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:51:03.3926|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:03.6324|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:51:03.6324|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:03.6324|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:03.6324|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:51:03.6324|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1984uW_n1_1_n2_3_0.1s_50K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1984uW_n1_1_n2_3_0.1s_50K_0.1nm.csv 
2023-06-21 13:51:03.6424|Info|| "auto_run()" "Task9" |function_name=auto_run(), message=Task9 
2023-06-21 13:51:03.6424|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:51:04.9326|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:51:04.9326|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:05.1726|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:51:05.1726|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:05.1726|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:05.1726|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:51:05.1726|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1801uW_n1_1_n2_4_0.1s_50K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1801uW_n1_1_n2_4_0.1s_50K_0.1nm.csv 
2023-06-21 13:51:05.1826|Info|| "auto_run()" "Task10" |function_name=auto_run(), message=Task10 
2023-06-21 13:51:05.1826|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:51:06.4628|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:51:06.4628|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:06.6826|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:51:06.6826|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:06.6826|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:06.6826|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:51:06.6826|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1716uW_n1_1_n2_5_0.1s_50K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.1716uW_n1_1_n2_5_0.1s_50K_0.1nm.csv 
2023-06-21 13:51:06.7026|Info|| "auto_run()" "Task11" |function_name=auto_run(), message=Task11 
2023-06-21 13:51:06.7026|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:51:08.0428|Info|| "auto_run()" "Getting data..." |function_name=auto_run(), message=Getting data... 
2023-06-21 13:51:08.0428|Info|| "GetData()" "Loop Started" |function_name=GetData(), message=Loop Started 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:08.2626|Info|| "auto_run()" "Data taken..." |function_name=auto_run(), message=Data taken... 
2023-06-21 13:51:08.2626|Info|| "auto_run()" "Adding data to DataSet..." |function_name=auto_run(), message=Adding data to DataSet... 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "0" |function_name=DataAddColumn, message=0 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:08.2626|Info|| "DataAddColumn" "1024" |function_name=DataAddColumn, message=1024 
2023-06-21 13:51:08.2626|Info|| "auto_run()" "Taking N-1 times..." |function_name=auto_run(), message=Taking N-1 times... 
2023-06-21 13:51:08.2626|Info|| "auto_run()" "Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.2552uW_n1_1_n2_6_0.1s_50K_0.1nm.csv" |function_name=auto_run(), message=Saving C:\Users\d26009dd\Desktop\TestAuto\Test_15.2552uW_n1_1_n2_6_0.1s_50K_0.1nm.csv 
2023-06-21 13:51:08.2626|Info|| "auto_run()" "Task12" |function_name=auto_run(), message=Task12 
2023-06-21 13:51:08.2626|Info|| "auto_run()" "Setting devices..." |function_name=auto_run(), message=Setting devices... 
2023-06-21 13:51:12.0828|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:14.6028|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:17.1228|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:19.6426|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:22.1600|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:24.6800|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:27.2000|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:29.7166|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:32.2366|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:34.7567|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:37.2779|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:39.7962|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:42.3161|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:44.8362|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:47.3560|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:49.8704|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:52.3905|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:54.9106|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:57.4306|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:51:59.9506|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:02.4706|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:04.9906|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:07.5107|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:10.0306|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:12.5506|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:15.0737|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:17.6015|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:20.1586|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:22.6887|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:25.2149|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:27.7381|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:30.2614|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:32.7955|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:35.3229|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:37.8485|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:40.3786|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:42.9084|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:45.4226|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:47.9297|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:50.4528|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:52.9694|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:55.4974|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:52:58.0274|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:00.5518|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:03.0766|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:05.5971|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:08.1285|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:10.6572|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:13.1664|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:15.6935|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:18.2124|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:20.7326|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:23.2494|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:25.7685|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:28.2994|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:30.8272|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:33.3527|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:35.8621|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:38.3885|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:40.9214|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:43.4506|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:45.9832|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:48.5105|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:51.0368|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:53.5585|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:56.0906|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:53:58.6213|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:01.1466|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:03.6666|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:06.1966|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:08.7186|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:11.2358|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:13.7705|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:16.2986|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:18.8226|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:21.3445|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:23.8567|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:26.3773|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:28.8945|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:31.4215|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:33.9440|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:36.4583|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:38.9840|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:41.5164|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:44.0452|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:46.5545|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:49.0663|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:51.5923|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:54.1064|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:56.6383|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:54:59.1555|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:01.6644|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:04.1854|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:06.7033|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:09.2328|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:11.7572|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:14.2822|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:16.8100|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:19.3444|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:21.8632|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:24.3739|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:26.9071|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:29.4378|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:31.9578|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:34.4845|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:37.0162|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:39.5318|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:42.0646|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:44.5849|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:47.1049|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:49.6296|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:52.1537|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:54.6629|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
2023-06-21 13:55:57.1830|Info|| "auto_run()" "Wait for temperature... 0" |function_name=auto_run(), message=Wait for temperature... 0 
